Event.Id,Event.Date,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Injuries,Estimated.Total.Passengers,Serious.Fatal.Injury.Rate,Aircraft.Destroyed,Unique_Aircraft_Type
20110703X34242,2011-07-03,United States,Fatal,substantial,BOEING,B75N1,No,1.0,reciprocating,personal,1,0,1,0,vmc,2,2,0.5,0,BOEING B75N1
20110704X30339,2011-07-04,United States,Fatal,substantial,CESSNA,180D,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,CESSNA 180D
20110705X60853,2011-07-04,United States,Non-Fatal,substantial,PIPER,PA-28R-201,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,PIPER PA-28R-201
20110706X24824,2011-07-04,United States,Non-Fatal,substantial,CESSNA,150L,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150L
20110706X70339,2011-07-04,United States,Non-Fatal,substantial,BEECH,77,No,1.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,BEECH 77
20110707X25500,2011-07-04,United States,Non-Fatal,substantial,PIPER,PA-24-180,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-24-180
20110708X84345,2011-07-04,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,banner tow,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172N
20110705X41540,2011-07-05,United States,Non-Fatal,substantial,CESSNA,U206,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,CESSNA U206
20110705X42318,2011-07-05,United States,Non-Fatal,substantial,GRUMMAN AMERICAN,AA-5,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,GRUMMAN AMERICAN AA-5
20110705X44902,2011-07-05,United States,Non-Fatal,substantial,CESSNA,182A,No,1.0,reciprocating,banner tow,0,2,0,0,vmc,2,2,1.0,0,CESSNA 182A
20110705X62537,2011-07-05,United States,Non-Fatal,substantial,STINSON,108-2,No,1.0,reciprocating,business,0,2,0,0,vmc,2,2,1.0,0,STINSON 108-2
20110705X72127,2011-07-05,United States,Non-Fatal,substantial,MAULE,MXT-7-180A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,MAULE MXT-7-180A
20110706X60519,2011-07-05,United States,Non-Fatal,substantial,CESSNA,150M,No,1.0,reciprocating,instructional,0,0,2,0,vmc,2,2,0.0,0,CESSNA 150M
20110706X71714,2011-07-05,United States,Non-Fatal,substantial,PIPER,J3C-65,No,1.0,reciprocating,personal,0,1,0,1,vmc,1,2,0.5,0,PIPER J3C-65
20110706X93537,2011-07-05,United States,Non-Fatal,substantial,BEECH,A36,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH A36
20110705X34957,2011-07-06,United States,Non-Fatal,substantial,CESSNA,R182,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,CESSNA R182
20110706X43913,2011-07-06,United States,Non-Fatal,substantial,CESSNA,150G,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150G
20110706X84616,2011-07-06,United States,Non-Fatal,substantial,AERONCA,7DC,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,AERONCA 7DC
20110707X44030,2011-07-06,United States,Non-Fatal,substantial,AYRES,S2R600,No,1.0,turbo prop,aerial application,0,0,0,1,vmc,0,1,0.0,0,AYRES S2R600
20110707X84232,2011-07-06,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172P
20110708X14238,2011-07-06,United States,Non-Fatal,substantial,AVIAT,A-1B,No,1.0,reciprocating,personal,0,1,1,0,vmc,2,2,0.5,0,AVIAT A-1B
20110707X21900,2011-07-07,United States,Non-Fatal,substantial,BEECH,V35B,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,BEECH V35B
20110707X35545,2011-07-08,United States,Fatal,substantial,MOONEY,M20F,No,1.0,reciprocating,personal,4,0,0,0,vmc,4,4,1.0,0,MOONEY M20F
20110708X22039,2011-07-08,United States,Non-Fatal,substantial,PIPER,PA-22-108,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-22-108
20110709X90812,2011-07-08,United States,Fatal,substantial,PIPER,PA-22-135,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,PIPER PA-22-135
20110711X20245,2011-07-08,Central Africa,Fatal,substantial,BOEING,727,No,3.0,,,77,0,0,35,,77,112,0.6875,0,BOEING 727
20110712X90048,2011-07-08,Sweden,Fatal,destroyed,PIPER,PA18,No,,,personal,1,0,0,0,,1,1,1.0,1,PIPER PA18
20110708X04656,2011-07-09,United States,Non-Fatal,substantial,DEHAVILLAND,DHC-1,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,DEHAVILLAND DHC-1
20110709X95440,2011-07-09,United States,Non-Fatal,substantial,BEECH,N35,No,1.0,reciprocating,personal,0,0,1,2,vmc,1,3,0.0,0,BEECH N35
20110710X31135,2011-07-09,United States,Fatal,substantial,CESSNA,421C,No,2.0,reciprocating,personal,7,0,0,0,,7,7,1.0,0,CESSNA 421C
20110711X31810,2011-07-09,United States,Non-Fatal,substantial,CESSNA,U206E,No,1.0,reciprocating,,0,3,0,2,vmc,3,5,0.6,0,CESSNA U206E
20110712X24210,2011-07-09,United States,Non-Fatal,substantial,CESSNA,150J,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 150J
20110710X72423,2011-07-10,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,instructional,0,0,2,0,vmc,2,2,0.0,0,PIPER PA-28-161
20110711X41528,2011-07-10,United States,Non-Fatal,substantial,PIPER,PA-31-350,No,2.0,reciprocating,,0,0,0,13,vmc,0,13,0.0,0,PIPER PA-31-350
20110711X50716,2011-07-10,United States,Non-Fatal,substantial,PIPER,PA-30,No,2.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-30
20110712X31519,2011-07-10,United States,Non-Fatal,substantial,PIPER,PA-12,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-12
20110715X91632,2011-07-10,United States,Non-Fatal,substantial,CESSNA,210-5(205),No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 210-5(205)
20110714X34924,2011-07-11,United States,Non-Fatal,substantial,MAULE,M-7-235C,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,MAULE M-7-235C
20110815X13832,2011-07-11,Sweden,Non-Fatal,none,BOEING,737,No,2.0,,,0,0,1,0,,1,1,0.0,0,BOEING 737
20110713X82004,2011-07-13,United States,Non-Fatal,substantial,PIPER,PA-18A 150,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18A 150
20110714X55933,2011-07-13,United States,Non-Fatal,substantial,CESSNA,150J,No,1.0,reciprocating,ferry,0,2,0,0,vmc,2,2,1.0,0,CESSNA 150J
20110714X21432,2011-07-14,United States,Non-Fatal,substantial,PIPER,PA-25-235,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-25-235
20110714X50806,2011-07-14,United States,Fatal,substantial,CESSNA,150L,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,CESSNA 150L
20110714X93054,2011-07-14,United States,Non-Fatal,substantial,BELLANCA,7KCAB,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 7KCAB
20110715X40120,2011-07-14,United States,Non-Fatal,substantial,BOMBARDIER,CL600 2D24,No,2.0,turbo fan,,0,0,0,291,vmc,0,291,0.0,0,BOMBARDIER CL600 2D24
20120514X45343,2011-07-14,Nigeria,,minor,CESSNA,560 - XL,No,,,business,0,0,0,0,,0,,,0,CESSNA 560 - XL
20110715X13334,2011-07-15,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-161
20110716X12058,2011-07-15,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,personal,0,1,0,2,vmc,1,3,0.3333333333333333,0,PIPER PA-28-140
20110719X03802,2011-07-15,United States,Non-Fatal,substantial,CESSNA,180J,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180J
20110716X31225,2011-07-16,United States,Fatal,substantial,TAYLORCRAFT,DCO-65,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,TAYLORCRAFT DCO-65
20110719X64316,2011-07-16,United States,Non-Fatal,substantial,BELLANCA,8KCAB,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 8KCAB
20110714X93053,2011-07-17,United States,Fatal,substantial,MOONEY,M20F,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,MOONEY M20F
20110718X53000,2011-07-17,United States,Fatal,substantial,PIPER,PA-12,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,PIPER PA-12
20110718X90609,2011-07-17,United States,Non-Fatal,substantial,CESSNA,U206G,No,1.0,reciprocating,,0,3,1,0,vmc,4,4,0.75,0,CESSNA U206G
20110719X30052,2011-07-17,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172N
20110721X20809,2011-07-17,United States,Non-Fatal,substantial,PIPER,PA-24-250,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-24-250
20110718X01748,2011-07-18,United States,Non-Fatal,substantial,PIPER,PA-12,No,1.0,reciprocating,positioning,0,0,1,0,vmc,1,1,0.0,0,PIPER PA-12
20110718X20352,2011-07-18,United States,Fatal,substantial,MOONEY,M20C,No,1.0,reciprocating,personal,3,0,0,0,vmc,3,3,1.0,0,MOONEY M20C
20110720X21806,2011-07-18,United States,Non-Fatal,substantial,AYRES,S2R,No,1.0,turbo prop,aerial application,0,0,0,1,vmc,0,1,0.0,0,AYRES S2R
20110720X65612,2011-07-18,Canada,Fatal,substantial,CESSNA,A185E,No,,,,1,0,1,3,,2,5,0.2,0,CESSNA A185E
20110721X33619,2011-07-19,United States,Non-Fatal,substantial,BELLANCA,8GCBC,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 8GCBC
20110722X12056,2011-07-19,United States,Non-Fatal,substantial,BEECH,95-B55 (T42A),No,2.0,reciprocating,business,0,0,0,3,vmc,0,3,0.0,0,BEECH 95-B55 (T42A)
20110722X44028,2011-07-19,United States,Non-Fatal,substantial,CESSNA,A188B,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,CESSNA A188B
20110722X60439,2011-07-19,United States,Non-Fatal,substantial,PIPER,J3C-65,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,PIPER J3C-65
20110722X84622,2011-07-19,United States,Non-Fatal,substantial,CESSNA,182S,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182S
20110912X24411,2011-07-19,United States,Non-Fatal,substantial,CESSNA,120,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 120
20110720X54309,2011-07-20,United States,Non-Fatal,substantial,CESSNA,150M,No,1.0,reciprocating,banner tow,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150M
20110721X54054,2011-07-20,United States,Non-Fatal,substantial,BEECH,C35,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,BEECH C35
20110722X41551,2011-07-20,United States,Non-Fatal,substantial,CESSNA,T210L,No,1.0,reciprocating,business,0,0,0,1,vmc,0,1,0.0,0,CESSNA T210L
20110722X50216,2011-07-20,United States,Non-Fatal,substantial,CIRRUS,SR20,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CIRRUS SR20
20110725X62703,2011-07-20,United States,Non-Fatal,substantial,AERO COMMANDER,100,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,AERO COMMANDER 100
20110721X63616,2011-07-21,United States,Fatal,substantial,CESSNA,182S,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,CESSNA 182S
20110726X00326,2011-07-21,Spain,,none,BOEING,737,No,,,,0,0,0,0,,0,,,0,BOEING 737
20110722X71109,2011-07-22,United States,Non-Fatal,substantial,AIR TRACKER,AT-502,No,1.0,turbo prop,aerial application,0,0,0,1,vmc,0,1,0.0,0,AIR TRACKER AT-502
20110725X03232,2011-07-22,United States,Non-Fatal,substantial,CESSNA,210-5(205),No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,CESSNA 210-5(205)
20110725X55208,2011-07-22,United States,Non-Fatal,substantial,CESSNA,A188B,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,CESSNA A188B
20110725X90837,2011-07-22,United States,Non-Fatal,substantial,PIPER,PA-32-260,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-32-260
20110804X50920,2011-07-22,United States,Non-Fatal,substantial,AIR TRACTOR,AT802,No,1.0,turbo prop,aerial application,0,1,0,0,vmc,1,1,1.0,0,AIR TRACTOR AT802
20110723X10313,2011-07-23,United States,Non-Fatal,substantial,CHAMPION,7ECA,No,1.0,reciprocating,personal,0,1,1,0,vmc,2,2,0.5,0,CHAMPION 7ECA
20110723X80555,2011-07-23,United States,Fatal,substantial,CIRRUS,SR22,No,1.0,reciprocating,personal,2,1,0,0,vmc,3,3,1.0,0,CIRRUS SR22
20110725X22913,2011-07-23,United States,Non-Fatal,substantial,STINSON,108-1,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,STINSON 108-1
20110725X54256,2011-07-23,United States,Non-Fatal,substantial,DEHAVILLAND,TIGER MOTH DH 82A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,DEHAVILLAND TIGER MOTH DH 82A
20110725X65622,2011-07-23,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172S
20110727X11936,2011-07-23,United States,Non-Fatal,substantial,CESSNA,A188B,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,CESSNA A188B
20110728X12829,2011-07-23,United States,Non-Fatal,substantial,CESSNA,172B,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172B
20110729X32439,2011-07-23,United States,Non-Fatal,substantial,PIPER,PA-36-375,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-36-375
20110802X71056,2011-07-23,United States,Non-Fatal,substantial,CESSNA,175,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 175
20110805X95510,2011-07-23,United States,Non-Fatal,substantial,LUSCOMBE,8,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,LUSCOMBE 8
20120312X44045,2011-07-23,Spain,,minor,CESSNA,206,No,,,,0,0,0,0,,0,,,0,CESSNA 206
20110724X93017,2011-07-24,United States,Fatal,substantial,PIPER,PA 46-350P,No,1.0,reciprocating,personal,3,0,0,0,vmc,3,3,1.0,0,PIPER PA 46-350P
20110725X34708,2011-07-24,United States,Non-Fatal,substantial,CESSNA,177,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 177
20110725X82657,2011-07-24,United States,Non-Fatal,substantial,CESSNA,182B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182B
20110726X05036,2011-07-24,United States,Fatal,substantial,CESSNA,182P,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,CESSNA 182P
20110727X21641,2011-07-24,United States,Non-Fatal,substantial,CESSNA,180D,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180D
20110804X03457,2011-07-24,United States,Non-Fatal,substantial,PIPER,J5A,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER J5A
20110804X74622,2011-07-24,United States,Non-Fatal,substantial,AERONCA,7AC,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,AERONCA 7AC
20110804X95718,2011-07-24,United States,Non-Fatal,substantial,CESSNA,R172K,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA R172K
20110725X05350,2011-07-25,United States,Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,PIPER PA-28-180
20110725X94139,2011-07-25,United States,Fatal,substantial,PIPER,J3L-65,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,PIPER J3L-65
20110725X95957,2011-07-25,United States,Non-Fatal,substantial,CESSNA,185,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,CESSNA 185
20110719X64022,2011-07-26,Latvia,Non-Fatal,none,BOEING,737,No,,,,0,0,0,144,,0,144,0.0,0,BOEING 737
20110726X00925,2011-07-26,United States,Fatal,substantial,AIR TRACKER,AT-602,No,1.0,turbo prop,aerial application,1,0,0,0,imc,1,1,1.0,0,AIR TRACKER AT-602
20110726X03548,2011-07-26,United States,Fatal,substantial,BEECH,A36,No,1.0,reciprocating,personal,1,0,1,0,vmc,2,2,0.5,0,BEECH A36
20110726X84120,2011-07-26,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,1,0,0,imc,1,1,1.0,0,PIPER PA-28-161
20110727X72110,2011-07-26,United States,Non-Fatal,substantial,CESSNA,150F,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 150F
20110817X70753,2011-07-26,Belgium,,none,BOEING,747-230F,No,4.0,turbo fan,,0,0,0,0,,0,,,0,BOEING 747-230F
20110728X25504,2011-07-27,South Korea,Fatal,destroyed,BOEING,747,No,4.0,,,2,0,0,0,,2,2,1.0,1,BOEING 747
20110728X45353,2011-07-27,United States,Non-Fatal,substantial,PIPER,PA-24-250,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,PIPER PA-24-250
20110728X22321,2011-07-28,United States,Non-Fatal,substantial,CESSNA,195,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 195
20110728X64506,2011-07-28,United States,Fatal,substantial,TAYLORCRAFT,BL-65,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,TAYLORCRAFT BL-65
20110730X24508,2011-07-28,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,instructional,0,1,0,1,vmc,1,2,0.5,0,CESSNA 172M
20110729X51123,2011-07-29,Egypt,Non-Fatal,minor,BOEING,777,No,2.0,,,0,0,0,319,,0,319,0.0,0,BOEING 777
20110730X60307,2011-07-29,China,Non-Fatal,none,BOEING,747-422,No,4.0,turbo fan,,0,4,1,380,vmc,5,385,0.01038961038961039,0,BOEING 747-422
20110802X50258,2011-07-29,United Kingdom,Fatal,substantial,PIPER,PA38,No,1.0,,personal,1,0,1,0,,2,2,0.5,0,PIPER PA38
20110730X10548,2011-07-30,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,skydiving,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182
20110730X61108,2011-07-30,Guyana,Non-Fatal,substantial,BOEING,737,No,2.0,,,0,0,1,161,,1,162,0.0,0,BOEING 737
20110730X73924,2011-07-30,United States,Fatal,substantial,CIRRUS,SR20,No,1.0,reciprocating,positioning,2,0,0,0,vmc,2,2,1.0,0,CIRRUS SR20
20110731X10847,2011-07-30,United States,Fatal,destroyed,CESSNA,180B,No,1.0,reciprocating,personal,4,0,0,1,vmc,4,5,0.8,1,CESSNA 180B
20110731X44955,2011-07-30,United States,Non-Fatal,substantial,CESSNA,170A,No,1.0,reciprocating,instructional,0,0,0,3,vmc,0,3,0.0,0,CESSNA 170A
20110803X73136,2011-07-30,United States,Non-Fatal,substantial,BEECH,76,No,2.0,reciprocating,personal,0,1,1,2,vmc,2,4,0.25,0,BEECH 76
20110824X75224,2011-07-30,Austria,Fatal,substantial,SOCATA,TB10,No,1.0,reciprocating,personal,1,0,1,0,,2,2,0.5,0,SOCATA TB10
20110731X45211,2011-07-31,United States,Fatal,substantial,BEECH,G35,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,BEECH G35
20110802X82938,2011-08-01,United States,Non-Fatal,substantial,BELLANCA,14-13,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,BELLANCA 14-13
20110803X40806,2011-08-01,United States,Non-Fatal,substantial,CESSNA,162,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 162
20110804X94823,2011-08-01,United States,Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,PIPER PA-28-140
20110802X94413,2011-08-02,United States,Non-Fatal,substantial,CESSNA,182A,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 182A
20110803X74307,2011-08-02,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,CESSNA 172S
20110803X84201,2011-08-02,United States,Non-Fatal,substantial,BELLANCA,8GCBC,No,1.0,reciprocating,banner tow,0,0,1,0,vmc,1,1,0.0,0,BELLANCA 8GCBC
20110803X24247,2011-08-03,United States,Fatal,substantial,PIPER,PA-24-250,No,1.0,reciprocating,personal,1,0,0,0,vmc,1,1,1.0,0,PIPER PA-24-250
20110803X44121,2011-08-03,United States,Non-Fatal,substantial,PIPER,PA-30,No,2.0,reciprocating,personal,0,4,1,0,vmc,5,5,0.8,0,PIPER PA-30
20110804X24224,2011-08-03,United States,Non-Fatal,substantial,AERO COMMANDER,S2R,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,AERO COMMANDER S2R
20110815X12105,2011-08-03,United States,Non-Fatal,substantial,AIR TRACKER,AT-301,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,AIR TRACKER AT-301
20110818X61220,2011-08-03,United States,Non-Fatal,substantial,DEHAVILLAND,DHC-2 MK. I(L20A),No,1.0,reciprocating,,0,0,0,5,vmc,0,5,0.0,0,DEHAVILLAND DHC-2 MK. I(L20A)
20110804X61104,2011-08-04,United States,Non-Fatal,substantial,CESSNA,140,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 140
20110811X23035,2011-08-04,United States,Non-Fatal,substantial,AIR TRACKER,AT-301,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,AIR TRACKER AT-301
20110808X02225,2011-08-05,United States,Non-Fatal,substantial,CESSNA,T210N,No,1.0,reciprocating,executive/corporate,0,3,2,0,vmc,5,5,0.6,0,CESSNA T210N
20110805X22610,2011-08-05,United States,Non-Fatal,substantial,PIPER,PA-18A,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,PIPER PA-18A
20110806X02959,2011-08-05,United States,Non-Fatal,substantial,CESSNA,172K,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172K
20110810X70754,2011-08-05,United States,Non-Fatal,substantial,CESSNA,182S,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 182S
20110808X94427,2011-08-06,United States,Non-Fatal,minor,MCDONNELL DOUGLAS,DC-9-51,No,2.0,turbo jet,,0,0,0,0,vmc,0,,,0,MCDONNELL DOUGLAS DC-9-51
20110818X95615,2011-08-06,United States,Non-Fatal,substantial,PIPER,PA-46-310P,No,1.0,turbo prop,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-46-310P
20110807X61429,2011-08-07,United States,Fatal,substantial,MAULE,M-7-235,No,1.0,reciprocating,personal,2,0,0,0,vmc,2,2,1.0,0,MAULE M-7-235
20110809X03303,2011-08-07,United States,Non-Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28-180
20110809X45425,2011-08-07,United States,Non-Fatal,substantial,PIPER,PA-18-150,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18-150
20110809X43054,2011-08-08,United States,Fatal,substantial,PIPER,PA-23,No,2.0,reciprocating,personal,3,0,0,0,vmc,3,3,1.0,0,PIPER PA-23
20110809X50704,2011-08-08,United States,Non-Fatal,none,EMBRAER,EMB-135KL,No,2.0,turbo jet,,0,0,0,84,vmc,0,84,0.0,0,EMBRAER EMB-135KL
20110810X34101,2011-08-08,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20110810X53544,2011-08-08,United States,Non-Fatal,substantial,AIR TRACKER,AT-602,No,1.0,turbo prop,aerial application,0,1,0,0,vmc,1,1,1.0,0,AIR TRACKER AT-602
20110809X15900,2011-08-09,United States,Non-Fatal,substantial,PIPER,PA-32RT-300,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-32RT-300
20110810X45524,2011-08-09,United States,Non-Fatal,substantial,CESSNA,182C,No,1.0,reciprocating,skydiving,0,1,0,0,vmc,1,1,1.0,0,CESSNA 182C
20110811X15509,2011-08-09,United States,Non-Fatal,substantial,CESSNA,TR182,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA TR182
20110811X32546,2011-08-10,United States,Non-Fatal,substantial,GRUMMAN-SCHWEIZER,G-164A,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,GRUMMAN-SCHWEIZER G-164A
20110815X05339,2011-08-10,United States,Non-Fatal,substantial,FLIGHT DESIGN GMBH,CTLS,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,FLIGHT DESIGN GMBH CTLS
20110812X65034,2011-08-11,United States,Non-Fatal,substantial,AIR TRACKER,AT-400,No,1.0,turbo prop,aerial application,0,0,0,1,vmc,0,1,0.0,0,AIR TRACKER AT-400
20110812X85526,2011-08-11,United States,Non-Fatal,substantial,BEECH,35-C33,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH 35-C33
20110816X41912,2011-08-11,United States,Non-Fatal,substantial,PIPER,PA-11,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-11
20110813X60348,2011-08-12,United States,Non-Fatal,substantial,PIPER,PA-32-301,No,1.0,reciprocating,flight test,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-32-301
20110814X60630,2011-08-12,United States,Non-Fatal,substantial,CESSNA,U206F,No,1.0,reciprocating,other work use,0,1,0,4,vmc,1,5,0.2,0,CESSNA U206F
20110813X92613,2011-08-13,United States,Non-Fatal,substantial,CESSNA,210L,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 210L
20110814X53605,2011-08-13,United States,Non-Fatal,substantial,NORTH AMERICAN,AT-6D,No,1.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,NORTH AMERICAN AT-6D
